Date,Address,lat,lon,Killed,Injured,Content
2014-01-21,"Springfield Avenue , Newark, New Jersey",40.7298318,-74.2134631,2,3,"<b>Date: </b>NA<br/><b>Killed: </b>2<br/><b>Injured: </b>3<br/><b>Location: </b>Springfield Avenue , Newark, New Jersey"
2014-01-20,"8509 Rixlew Ln, Manassas, Virginia",38.7724416,-77.5018772,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>8509 Rixlew Ln, Manassas, Virginia"
2014-01-16,"H St NE and Martin Luther King Blvd, Ardmore, Oklahoma",34.1763148,-97.1177499,2,5,"<b>Date: </b>NA<br/><b>Killed: </b>2<br/><b>Injured: </b>5<br/><b>Location: </b>H St NE and Martin Luther King Blvd, Ardmore, Oklahoma"
2014-01-16,"37 N. 630 West, Spanish Fork, Utah",40.1103572,-111.6653971,5,0,"<b>Date: </b>NA<br/><b>Killed: </b>5<br/><b>Injured: </b>0<br/><b>Location: </b>37 N. 630 West, Spanish Fork, Utah"
2014-01-14,"West 86th Street, Los Angeles, California",33.9592417,-118.3987642,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>West 86th Street, Los Angeles, California"
2014-01-13,"800 block of Calvert St, Detroit, Michigan",42.3871989,-83.0922139,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>800 block of Calvert St, Detroit, Michigan"
2014-01-12,"3600 block of Highway 80 W, Tallulah, Louisiana",32.3019916,-90.2488217,0,6,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>6<br/><b>Location: </b>3600 block of Highway 80 W, Tallulah, Louisiana"
2014-01-12,"University Drive, Huntsville, Alabama",34.7365623,-86.6503899,0,5,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>5<br/><b>Location: </b>University Drive, Huntsville, Alabama"
2014-01-12,"300 block of North Street, Elgin, Illinois",42.0404124,-88.2804705,0,5,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>5<br/><b>Location: </b>300 block of North Street, Elgin, Illinois"
2014-01-03,"Farmers Boulevard and 133rd Avenue, Queens, New York",40.6775003,-73.7628984,1,3,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>Farmers Boulevard and 133rd Avenue, Queens, New York"
2014-01-01,"Rockingham Street and Berkley Avenue Extended, Norfolk, Virginia",36.8307885,-76.2789351,2,2,"<b>Date: </b>NA<br/><b>Killed: </b>2<br/><b>Injured: </b>2<br/><b>Location: </b>Rockingham Street and Berkley Avenue Extended, Norfolk, Virginia"
2015-12-31,"1900 block of Amelia Street, New Orleans, Louisiana",29.9303579,-90.0959066,0,6,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>6<br/><b>Location: </b>1900 block of Amelia Street, New Orleans, Louisiana"
2015-12-27,"North Parkway, Jackson, Tennessee",35.6486031,-88.8176188,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>North Parkway, Jackson, Tennessee"
2015-12-26,"4210 Macalester St, Philadelphia, Pennsylvania",40.0142161,-75.12113,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>4210 Macalester St, Philadelphia, Pennsylvania"
2015-12-25,"Franklin and Odessa, Jacksonville, Florida",30.3328796,-81.6394057,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>Franklin and Odessa, Jacksonville, Florida"
2015-12-25,"785 Schillinger Rd S, Mobile, Alabama",30.6731365,-88.2216179,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>785 Schillinger Rd S, Mobile, Alabama"
2015-12-21,"14600 block of East 14th Street, San Leandro, California",37.7097668,-122.1344967,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>14600 block of East 14th Street, San Leandro, California"
2015-12-20,"NE 166th St and NE 7th Ave, Golden Glades, Florida",25.9277617,-80.1862322,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>NE 166th St and NE 7th Ave, Golden Glades, Florida"
2015-12-20,"11th and Castle Street, Wilmington, North Carolina",34.228869,-77.934745,1,4,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>4<br/><b>Location: </b>11th and Castle Street, Wilmington, North Carolina"
2015-12-20,"21630 Southwest 120th Avenue, Miami (Goulds), Florida",25.5659366,-80.3867803,1,4,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>4<br/><b>Location: </b>21630 Southwest 120th Avenue, Miami (Goulds), Florida"
2015-12-13,"5550 S. Flower Street, Los Angeles, California",34.0158468,-118.2826487,1,3,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>5550 S. Flower Street, Los Angeles, California"
2015-12-13,"17000 block of Keelson Lane, Huntington Beach, California",33.7116589,-117.9904353,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>17000 block of Keelson Lane, Huntington Beach, California"
2015-12-12,"Whitaker Street, Savannah, Georgia",32.0667719,-81.0977483,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>Whitaker Street, Savannah, Georgia"
2015-12-12,"307 Jefferson St, Lovejoy (Brooklyn), Illinois",38.6573252,-90.1684255,1,3,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>307 Jefferson St, Lovejoy (Brooklyn), Illinois"
2015-12-11,"5100 block of Park Heights Avenue, Baltimore, Maryland",39.3482879,-76.67506,1,3,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>5100 block of Park Heights Avenue, Baltimore, Maryland"
2015-12-11,"200 block of  Brownsville Road, Pittsburgh (Mount Oliver), Pennsylvania",40.415868,-79.987511,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>200 block of  Brownsville Road, Pittsburgh (Mount Oliver), Pennsylvania"
2015-12-08,"2300 block of Baltimore Avenue, Cincinnati (Fairmount), Ohio",39.149724,-84.561468,1,3,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>2300 block of Baltimore Avenue, Cincinnati (Fairmount), Ohio"
2015-12-06,"Market Street, Raceland, Louisiana",29.719339,-90.6093227,1,3,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>Market Street, Raceland, Louisiana"
2015-12-06,"North 108th Street and Military Road, Omaha, Nebraska",41.3174615,-96.0814204,2,3,"<b>Date: </b>NA<br/><b>Killed: </b>2<br/><b>Injured: </b>3<br/><b>Location: </b>North 108th Street and Military Road, Omaha, Nebraska"
2015-12-02,"1365 South Waterman Avenue, San Bernardino, California",34.0755639,-117.2776234,16,19,"<b>Date: </b>NA<br/><b>Killed: </b>16<br/><b>Injured: </b>19<br/><b>Location: </b>1365 South Waterman Avenue, San Bernardino, California"
2015-12-02,"100 block of West 33rd Street, Savannah, Georgia",32.0607278,-81.1000248,1,3,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>100 block of West 33rd Street, Savannah, Georgia"
2015-11-29,"648 E Court St, Kankakee, Illinois",41.1193089,-87.8579296,0,5,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>5<br/><b>Location: </b>648 E Court St, Kankakee, Illinois"
2015-11-27,"3480 Centennial Blvd, Colorado Springs, Colorado",38.8809351,-104.8489734,3,9,"<b>Date: </b>NA<br/><b>Killed: </b>3<br/><b>Injured: </b>9<br/><b>Location: </b>3480 Centennial Blvd, Colorado Springs, Colorado"
2015-11-27,"7900 block of Florin Road, Sacramento, California",38.4949095,-121.4107057,2,2,"<b>Date: </b>NA<br/><b>Killed: </b>2<br/><b>Injured: </b>2<br/><b>Location: </b>7900 block of Florin Road, Sacramento, California"
2015-11-24,"1321 Colletta Court, Horry (county), South Carolina",33.8706674,-79.1396831,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>1321 Colletta Court, Horry (county), South Carolina"
2015-11-23,"90 block of S. Terrace Avenue, Columbus, Ohio",39.9533603,-83.0663705,4,1,"<b>Date: </b>NA<br/><b>Killed: </b>4<br/><b>Injured: </b>1<br/><b>Location: </b>90 block of S. Terrace Avenue, Columbus, Ohio"
2015-11-23,"Morgan Avenue North, Minneapolis, Minnesota",44.9878876,-93.3044889,0,5,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>5<br/><b>Location: </b>Morgan Avenue North, Minneapolis, Minnesota"
2015-11-22,"1800 block of FM 802, Brownsville, Texas",25.9511986,-97.4899358,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>1800 block of FM 802, Brownsville, Texas"
2015-11-22,"Broadway and Pike, Seattle, Washington",47.6140896,-122.3207916,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>Broadway and Pike, Seattle, Washington"
2015-11-22,"203 Broadway, Newburgh, New York",41.5001986,-74.0164156,0,5,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>5<br/><b>Location: </b>203 Broadway, Newburgh, New York"
2015-11-22,"Park Circle, North Charleston, South Carolina",32.8814008,-79.9851775,1,3,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>Park Circle, North Charleston, South Carolina"
2015-11-22,"4100 block of West Roosevelt, Chicago, Illinois",41.8661269,-87.7276188,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>4100 block of West Roosevelt, Chicago, Illinois"
2015-11-22,"1900 block of Gallier Street, New Orleans, Louisiana",29.9747756,-90.0371554,0,17,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>17<br/><b>Location: </b>1900 block of Gallier Street, New Orleans, Louisiana"
2015-11-21,"Stricker and School, Baltimore, Maryland",39.2736757,-76.4915515,1,3,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>Stricker and School, Baltimore, Maryland"
2015-11-20,"Prospect Drive, Pittsburgh, Pennsylvania",40.5089714,-80.0352667,1,3,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>Prospect Drive, Pittsburgh, Pennsylvania"
2015-11-18,"California Avenue and Martin Luther King Jr. Boulevard, Fresno, California",36.7214086,-119.7998626,0,5,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>5<br/><b>Location: </b>California Avenue and Martin Luther King Jr. Boulevard, Fresno, California"
2015-11-16,"1460 County Rd 664, Cedar Bluff, Alabama",34.2289049,-85.6846382,3,1,"<b>Date: </b>NA<br/><b>Killed: </b>3<br/><b>Injured: </b>1<br/><b>Location: </b>1460 County Rd 664, Cedar Bluff, Alabama"
2015-11-15,"800 block of An County Rd 2217, Tennessee Colony, Texas",31.807593,-95.806857,5,0,"<b>Date: </b>NA<br/><b>Killed: </b>5<br/><b>Injured: </b>0<br/><b>Location: </b>800 block of An County Rd 2217, Tennessee Colony, Texas"
2015-11-15,"5600 block of Blakemore Street, Philadelphia, Pennsylvania",40.0482827,-75.1601797,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>5600 block of Blakemore Street, Philadelphia, Pennsylvania"
2015-11-14,"1159 Main St, Johnstown, Pennsylvania",40.3435749,-78.8833116,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>1159 Main St, Johnstown, Pennsylvania"
2015-11-13,"1300 block of South Shirley Oaks Drive, Jacksonville, Florida",30.4650546,-81.6074655,4,1,"<b>Date: </b>NA<br/><b>Killed: </b>4<br/><b>Injured: </b>1<br/><b>Location: </b>1300 block of South Shirley Oaks Drive, Jacksonville, Florida"
2015-11-09,"400 block of North Beville Ave, Indianapolis, Indiana",39.7728748,-86.1230483,2,2,"<b>Date: </b>NA<br/><b>Killed: </b>2<br/><b>Injured: </b>2<br/><b>Location: </b>400 block of North Beville Ave, Indianapolis, Indiana"
2015-11-08,"4397 NW 6th Drive, Des Moines, Iowa",41.6401802,-93.6261735,1,3,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>4397 NW 6th Drive, Des Moines, Iowa"
2015-11-08,"13859 8 Mile Road, Warren, Michigan",42.4513095,-82.9832519,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>13859 8 Mile Road, Warren, Michigan"
2015-11-07,"Bayaud and Bannock, Denver, Colorado",39.7147978,-104.9899697,1,3,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>Bayaud and Bannock, Denver, Colorado"
2015-11-06,"1000 block of Feliz Drive, Bakersfield, California",35.3505533,-118.9895337,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>1000 block of Feliz Drive, Bakersfield, California"
2015-11-03,"Ella Street and Kings Road, Jacksonville, Florida",30.347467,-81.6926869,2,3,"<b>Date: </b>NA<br/><b>Killed: </b>2<br/><b>Injured: </b>3<br/><b>Location: </b>Ella Street and Kings Road, Jacksonville, Florida"
2015-11-02,"2217 Refuge Road, Pendleton, South Carolina",34.645279,-82.7479002,4,0,"<b>Date: </b>NA<br/><b>Killed: </b>4<br/><b>Injured: </b>0<br/><b>Location: </b>2217 Refuge Road, Pendleton, South Carolina"
2015-10-28,"400 block of Morgan Street, Houma, Louisiana",29.5950081,-90.7305463,1,3,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>400 block of Morgan Street, Houma, Louisiana"
2015-10-27,"1700 block of Southcrest Drive, Fort Worth, Texas",32.6707729,-97.345196,0,5,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>5<br/><b>Location: </b>1700 block of Southcrest Drive, Fort Worth, Texas"
2015-10-26,"711 E Virginia St, Evansville, Indiana",37.981738,-87.5544761,0,5,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>5<br/><b>Location: </b>711 E Virginia St, Evansville, Indiana"
2015-10-25,"2339 Stricklands Crossroads Road, Four Oaks, North Carolina",35.364437,-78.357259,0,5,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>5<br/><b>Location: </b>2339 Stricklands Crossroads Road, Four Oaks, North Carolina"
2015-10-25,"Seventh Street and Broadway, Phoenix, Arizona",33.4067144,-112.0645687,1,4,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>4<br/><b>Location: </b>Seventh Street and Broadway, Phoenix, Arizona"
2015-10-25,"4300 block of Wheeler Road SE, Washington, District of Columbia",38.8326983,-76.9879439,0,5,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>5<br/><b>Location: </b>4300 block of Wheeler Road SE, Washington, District of Columbia"
2015-10-24,"682 Dixie Ave., Bamberg, South Carolina",33.3011401,-81.0338983,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>682 Dixie Ave., Bamberg, South Carolina"
2015-10-22,"3500 John A. Merritt Blvd, Nashville, Tennessee",36.1682498,-86.8260896,1,3,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>3500 John A. Merritt Blvd, Nashville, Tennessee"
2015-10-19,"300 Campbell Avenue, Calumet City, Illinois",41.629428,-87.550872,0,6,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>6<br/><b>Location: </b>300 Campbell Avenue, Calumet City, Illinois"
2015-10-18,"2600 block of Caffin Avenue, New Orleans, Louisiana",29.977196,-90.011173,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>2600 block of Caffin Avenue, New Orleans, Louisiana"
2015-10-17,"160 Easy Shopping Place, Elkhart, Indiana",41.6902793,-85.9666133,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>160 Easy Shopping Place, Elkhart, Indiana"
2015-10-17,"2224 First St, Fort Myers, Florida",26.6440355,-81.8701195,1,4,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>4<br/><b>Location: </b>2224 First St, Fort Myers, Florida"
2015-10-12,"4731 Glenwood Road, Decatur, Georgia",33.7360651,-84.2243541,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>4731 Glenwood Road, Decatur, Georgia"
2015-10-10,"6135 Mount Moriah Road, Memphis, Tennessee",35.0699688,-89.8591924,0,6,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>6<br/><b>Location: </b>6135 Mount Moriah Road, Memphis, Tennessee"
2015-10-10,"1900 block of West Boulevard, Charlotte, North Carolina",35.214263,-80.889749,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>1900 block of West Boulevard, Charlotte, North Carolina"
2015-10-10,"2405 N Flora, Peoria, Illinois",40.7170522,-89.6012307,1,3,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>2405 N Flora, Peoria, Illinois"
2015-10-09,"216 E Mountain View Dr, Flagstaff, Arizona",35.189276,-111.649455,1,3,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>216 E Mountain View Dr, Flagstaff, Arizona"
2015-10-06,"300 block of North Payson Street, Baltimore, Maryland",39.2919467,-76.6488716,0,5,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>5<br/><b>Location: </b>300 block of North Payson Street, Baltimore, Maryland"
2015-10-02,"5400 Reisterstown Road, Baltimore, Maryland",39.3460007,-76.6883471,1,4,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>4<br/><b>Location: </b>5400 Reisterstown Road, Baltimore, Maryland"
2015-10-01,"1140 Umpqua College Rd, Roseburg, Oregon",43.2910295,-123.3345596,10,9,"<b>Date: </b>NA<br/><b>Killed: </b>10<br/><b>Injured: </b>9<br/><b>Location: </b>1140 Umpqua College Rd, Roseburg, Oregon"
2015-09-28,"1800 block of Hewitt Avenue, Cincinnati (Evanston), Ohio",39.1373897,-84.4719926,0,5,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>5<br/><b>Location: </b>1800 block of Hewitt Avenue, Cincinnati (Evanston), Ohio"
2015-09-28,"300 block of West 42nd Street, Chicago, Illinois",41.8184212,-87.6337728,3,2,"<b>Date: </b>NA<br/><b>Killed: </b>3<br/><b>Injured: </b>2<br/><b>Location: </b>300 block of West 42nd Street, Chicago, Illinois"
2015-09-28,"5300 block of South Aberdeen Street, Chicago, Illinois",41.797707,-87.65289,2,3,"<b>Date: </b>NA<br/><b>Killed: </b>2<br/><b>Injured: </b>3<br/><b>Location: </b>5300 block of South Aberdeen Street, Chicago, Illinois"
2015-09-28,"1921 Oakridge, Dayton, Ohio",39.7584139,-84.2358034,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>1921 Oakridge, Dayton, Ohio"
2015-09-27,"1140 Hill Haven Road, Greenville, Georgia",33.038321,-84.7217197,0,10,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>10<br/><b>Location: </b>1140 Hill Haven Road, Greenville, Georgia"
2015-09-27,"5200 block of South Justine, Chicago, Illinois",41.7993886,-87.6636807,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>5200 block of South Justine, Chicago, Illinois"
2015-09-27,"1700 E. 18th St., Kansas City, Missouri",39.091355,-94.5619258,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>1700 E. 18th St., Kansas City, Missouri"
2015-09-25,"1300 block of May Street, Danville, Illinois",40.124481,-87.6300207,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>1300 block of May Street, Danville, Illinois"
2015-09-24,"5100 block of South Morgan Street, Chicago, Illinois",41.8015233,-87.6502019,0,5,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>5<br/><b>Location: </b>5100 block of South Morgan Street, Chicago, Illinois"
2015-09-23,"2900 block of Peach Street, Shreveport, Louisiana",32.5490993,-93.8243108,0,5,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>5<br/><b>Location: </b>2900 block of Peach Street, Shreveport, Louisiana"
2015-09-23,"Dale Street and Veronica S. Shoemaker Boulevard, Fort Myers, Florida",26.6429197,-81.8399724,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>Dale Street and Veronica S. Shoemaker Boulevard, Fort Myers, Florida"
2015-09-23,"1300 block of Reddington Lane, Norcross, Georgia",33.9104879,-84.174485,1,3,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>1300 block of Reddington Lane, Norcross, Georgia"
2015-09-20,"900 block of Pratt Street, Philadelphia, Pennsylvania",40.0306976,-75.0929818,1,3,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>900 block of Pratt Street, Philadelphia, Pennsylvania"
2015-09-20,"5700 block of South LaSalle, Chicago, Illinois",41.7909299,-87.6292084,1,5,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>5<br/><b>Location: </b>5700 block of South LaSalle, Chicago, Illinois"
2015-09-20,"Pine and Yale, Tulsa, Oklahoma",36.177029,-95.922115,0,6,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>6<br/><b>Location: </b>Pine and Yale, Tulsa, Oklahoma"
2015-09-19,"3900 block of Graceland Avenue, Indianapolis, Indiana",39.8263726,-86.1627844,1,3,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>3900 block of Graceland Avenue, Indianapolis, Indiana"
2015-09-17,"36705 379th Street, Geddes, South Dakota",43.2948084,-98.6046469,6,0,"<b>Date: </b>NA<br/><b>Killed: </b>6<br/><b>Injured: </b>0<br/><b>Location: </b>36705 379th Street, Geddes, South Dakota"
2015-09-17,"500 block of W. Broadwell Street, Albion, Michigan",42.2571959,-84.7602609,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>500 block of W. Broadwell Street, Albion, Michigan"
2015-09-15,"Irvine Turner Boulevard and West Kinney Street, Newark, New Jersey",40.7321149,-74.1892581,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>Irvine Turner Boulevard and West Kinney Street, Newark, New Jersey"
2015-09-13,"1910 South Pine Avenue, Ocala, Florida",29.168304,-82.1386808,1,5,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>5<br/><b>Location: </b>1910 South Pine Avenue, Ocala, Florida"
2015-09-12,"1500 block of Clanton Street, Shreveport, Louisiana",32.4580324,-93.7608966,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>1500 block of Clanton Street, Shreveport, Louisiana"
2015-09-12,"36 Woodward Street, Rochester, New York",43.1644189,-77.5993487,2,4,"<b>Date: </b>NA<br/><b>Killed: </b>2<br/><b>Injured: </b>4<br/><b>Location: </b>36 Woodward Street, Rochester, New York"
2015-09-12,"1st Ave. and N. 5th St., Minneapolis, Minnesota",44.9803774,-93.2737554,0,6,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>6<br/><b>Location: </b>1st Ave. and N. 5th St., Minneapolis, Minnesota"
2015-09-12,"1200 block of 22nd Ave. N., Minneapolis, Minnesota",45.0015071,-93.2956592,1,3,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>1200 block of 22nd Ave. N., Minneapolis, Minnesota"
2015-09-11,"1000 North Carolina Music Factory Blvd., Charlotte, North Carolina",35.239118,-80.8460599,0,5,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>5<br/><b>Location: </b>1000 North Carolina Music Factory Blvd., Charlotte, North Carolina"
2015-09-10,"Channel Drive, Excelsior (Greenwood), Minnesota",44.9079386,-93.5442015,5,0,"<b>Date: </b>NA<br/><b>Killed: </b>5<br/><b>Injured: </b>0<br/><b>Location: </b>Channel Drive, Excelsior (Greenwood), Minnesota"
2015-09-08,"N/A, Berlin, Georgia",31.0682441,-83.623778,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>N/A, Berlin, Georgia"
2015-09-08,"56th and Green, Chicago, Illinois",41.7931735,-87.6031311,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>56th and Green, Chicago, Illinois"
2015-09-07,"9300 block of Sunrise, Gary, Indiana",41.6020403,-87.3371523,2,4,"<b>Date: </b>NA<br/><b>Killed: </b>2<br/><b>Injured: </b>4<br/><b>Location: </b>9300 block of Sunrise, Gary, Indiana"
2015-09-07,"1909 Blake Street, Denver, Colorado",39.7537609,-104.9954998,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>1909 Blake Street, Denver, Colorado"
2015-09-05,"6800 block of Fieldvale Place, Charlotte, North Carolina",35.1607228,-80.9106417,1,3,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>6800 block of Fieldvale Place, Charlotte, North Carolina"
2015-09-05,"300 block of Pearl Street, Daytona Beach, Florida",29.2131116,-81.0294801,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>300 block of Pearl Street, Daytona Beach, Florida"
2015-09-05,"5000 block of Hollywood Boulevard, Las Vegas, Nevada",36.086897,-115.0289456,1,3,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>5000 block of Hollywood Boulevard, Las Vegas, Nevada"
2015-09-05,"1509 Ashley Street, Columbia, Missouri",38.9676204,-92.3165392,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>1509 Ashley Street, Columbia, Missouri"
2015-08-30,"3300 block of Sobota Circle, Memphis, Tennessee",35.1495343,-90.0489801,1,4,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>4<br/><b>Location: </b>3300 block of Sobota Circle, Memphis, Tennessee"
